node_id,osm_name,chain,chain_pos_m,GVI_al,VEI_al,dwell
n00211,East 36th Street,East 36th Street#0,320.0,5.5694056569306465,0.7995406814485598,0.5747732911877195
n00212,East 36th Street,East 36th Street#0,340.0,3.9565874929488345,0.8905507057899131,0.37882207537982043
n00213,East 36th Street,East 36th Street#0,360.0,5.438879843775231,0.9137615695349692,0.4214107965235731
n00214,East 36th Street,East 36th Street#0,380.0,4.855592230542977,0.9116104911722743,0.3946245415099467
n00215,East 36th Street,East 36th Street#0,400.0,4.382088564137603,0.9031359743589211,0.3827138383123432
n00216,East 36th Street,East 36th Street#0,420.0,5.777057158536903,0.8908269782345217,0.47200896430312134
n00217,East 36th Street,East 36th Street#0,440.0,6.6701914685391115,0.9013319017945941,0.5029388732522505
n00219,East 36th Street,East 36th Street#0,480.0,4.444984181018258,0.7983630245196598,0.5182434026730955
n00220,East 36th Street,East 36th Street#0,500.0,3.509522071722867,0.876279318125931,0.37554080885738633
n00221,East 36th Street,East 36th Street#0,520.0,3.5514168386405274,0.9060038154585074,0.33583892502293156
n00222,East 36th Street,East 36th Street#0,540.0,4.254255598904985,0.850444991928349,0.4476154494068484
n00223,East 36th Street,East 36th Street#0,560.0,1.836654752264546,0.8726625322620194,0.2944281502007052
n00224,East 36th Street,East 36th Street#0,580.0,3.6103178549438018,0.8931961820018036,0.3572910937973086
n00225,East 36th Street,East 36th Street#0,600.0,1.3843154033246399,0.8671242033576552,0.27855201086753284
n00226,East 36th Street,East 36th Street#1,20.0,2.947952955884918,0.5178182266104518,0.6009586771386476
n00227,East 36th Street,East 36th Street#1,40.0,3.003326305048774,0.5017327889191976,0.6043710442180091
n00228,East 36th Street,East 36th Street#1,60.0,3.4861510375521014,0.48329004258250147,0.6286919197129134
n00229,East 36th Street,East 36th Street#1,80.0,6.714267238457683,0.4986252737724934,0.7951221781473772
n00230,East 36th Street,East 36th Street#1,100.0,6.131981265011959,0.4605131816047992,0.762388443161004
n00231,East 36th Street,East 36th Street#1,120.0,5.00925481112318,0.4736414824630957,0.7062342433579165
n00232,East 36th Street,East 36th Street#1,140.0,4.049412954371759,0.47749297642753696,0.6572353911988732
n00233,East 36th Street,East 36th Street#1,160.0,5.084697938237774,0.5207726254140239,0.7105860427308529
n00234,East 36th Street,East 36th Street#1,180.0,6.280775136236745,0.5595470499378953,0.766460763283525
n00235,East 36th Street,East 36th Street#1,200.0,6.7656497127398065,0.5358361966647347,0.7954551134098903
n00236,East 36th Street,East 36th Street#1,220.0,6.260531187928608,0.5824496091319997,0.7595664310229742
n00237,East 36th Street,East 36th Street#1,240.0,7.290432001025931,0.601789561591065,0.8060914926556045
n00239,East 37th Street,East 37th Street#0,120.0,6.375676519559053,0.5703296734131059,0.7688181261935791
n00247,East 37th Street,East 37th Street#0,280.0,6.892249751843089,0.5894479037679233,0.7898725361876573
n00248,East 37th Street,East 37th Street#0,300.0,7.478644889516371,0.5760545857970834,0.8240042450319118
n00249,East 37th Street,East 37th Street#0,320.0,6.347452245218421,0.6026557580075759,0.7573018519823603
n00250,East 37th Street,East 37th Street#0,360.0,7.3687554111725655,0.5665990325909447,0.8207836894368123
n00251,East 37th Street,East 37th Street#0,380.0,6.466991968679045,0.6672245974202416,0.7320798613614887
n00252,East 37th Street,East 37th Street#0,400.0,6.082275631828347,0.6815590616428505,0.7033054117064428
n00253,East 37th Street,East 37th Street#0,420.0,2.048640510618496,0.6969869644925795,0.4854569025380695
n00254,East 37th Street,East 37th Street#0,440.0,0.5297719799476776,0.7838089691934227,0.33224569004928795
n00255,East 37th Street,East 37th Street#0,460.0,0.5730220540237226,0.8198592239821185,0.2952965168165888
n00256,East 37th Street,East 37th Street#0,480.0,0.5982672936660898,0.8194363411989661,0.2970807929285329
n00257,East 37th Street,East 37th Street#0,500.0,0.3392592418772622,0.9362851618875886,0.12481800722173939
n00260,East 37th Street,East 37th Street#0,580.0,1.9764730805378088,0.8252228280906068,0.36120852231412237
n00261,East 37th Street,East 37th Street#0,600.0,2.1875837130172164,0.8632127213961223,0.3249835262652955
n00262,East 37th Street,East 37th Street#0,620.0,4.410140928630123,0.9060148461533646,0.37996278634807035
n00263,East 37th Street,East 37th Street#0,640.0,5.605480594632715,0.9288241816038364,0.4071296027764148
n00264,East 37th Street,East 37th Street#0,660.0,6.684712641100038,0.9273083553899448,0.4649400446637044
n00265,East 37th Street,East 37th Street#0,680.0,2.0910961106015433,0.9264997547498496,0.23006247987845202
n00266,East 37th Street,East 37th Street#0,700.0,0.7441036338442912,0.8788518116262969,0.2298966323857225
n00267,East 37th Street,East 37th Street#0,720.0,0.979091599339581,0.8165393743480971,0.31997217771425174
n00268,East 37th Street,East 37th Street#0,740.0,2.615211705339447,0.9260595397599785,0.25767853408970154
n00269,East 37th Street,East 37th Street#0,760.0,3.828751047357755,0.915340981491388,0.3362901501553587
n00270,East 37th Street,East 37th Street#0,780.0,5.674660088889512,0.9295373605031048,0.40958365732249113
n00271,East 37th Street,East 37th Street#0,800.0,5.3617471964186905,0.9127637932871542,0.41893047506896786
n00272,East 37th Street,East 37th Street#0,820.0,5.644832722241377,0.8872878982063129,0.47016924663246173
n00273,East 37th Street,East 37th Street#0,840.0,3.7601881620442166,0.8641646367438283,0.40457193967443217
n00274,East 37th Street,East 37th Street#0,860.0,5.27347051418934,0.7944092233229754,0.5650477775127584
n00275,East 37th Street,East 37th Street#0,880.0,6.480495027803169,0.7692212185369904,0.652645145873366
n00276,East 37th Street,East 37th Street#0,900.0,5.73164516371267,0.8376200370374736,0.5394398924698525
n00277,East 37th Street,East 37th Street#0,920.0,9.973476850517923,0.906872675606279,0.664673223858341
n00278,East 37th Street,East 37th Street#0,940.0,3.994247374670482,0.8805541329179867,0.39463299225698856
n00279,East 37th Street,East 37th Street#0,960.0,4.8517932998962845,0.908523943771798,0.39898576040192546
n00280,East 37th Street,East 37th Street#0,980.0,5.079660752442415,0.9186931934300425,0.39555664333086715
n00281,East 37th Street,East 37th Street#0,1000.0,3.5473573467026784,0.9231487374958093,0.3100418991552273
n00282,East 37th Street,East 37th Street#0,1020.0,2.9197582953280286,0.8573183451675708,0.3702633811026545
