node_id,eye_green,hard_barrier,soft_buffer,shelter,rest,building,sky,sidewalk,road,vehicle,person,canopy_green,affordance
n00113,0.001144557363219875,0.0,0.0025907334840335225,0.0016155070733757412,0.0,0.4861793835869949,0.03437475681376858,0.059674091736310365,0.38561652434208243,0.02086830932124621,0.004236274799090695,0.0006233489687071299,0.004206240557409264
n00114,0.0005425619857170147,5.605074302034902e-05,0.0014651443599859046,0.0014711460792127288,0.0,0.4759270704188011,0.04543186555507414,0.06052885233556877,0.3761463585054008,0.029163467520250307,0.003939302629392934,0.0003058965860818997,0.0029362904391986334
n00115,0.0029021622914396535,0.0,0.005529153354766276,0.005186410213136507,0.00413635242193599,0.451144450754237,0.038824979810400714,0.044200045831448195,0.3767100378724201,0.04697855999001313,0.0005511344910374004,0.0,0.014851915989838772
n00116,0.0014035112933662576,0.0,0.003266884715949896,0.0023835908673591182,0.0,0.47194805748664714,0.04670627459710862,0.053992856462857064,0.38141392459603574,0.024168020887404933,0.002040069121878226,0.003005485405145452,0.005650475583309014
n00117,0.00043565845901278265,0.0,8.243203260663201e-06,0.003892567531485754,0.0,0.38341157024885675,0.06372842469430151,0.03408928168109428,0.3570807013062641,0.08915524918369275,0.003695493649381927,0.016417618978118546,0.003900810734746417
n00118,0.001768609278157509,0.002272281342328832,0.003058588335549383,0.0029967551383282124,0.0,0.35406238796470363,0.11102193213733302,0.042826189399160774,0.37495774044462116,0.03874453317924926,0.006609528877562341,0.041764550321824266,0.0060553434738775955
n00119,0.002573979464974205,0.07499484432967587,0.0,0.00047986893381367634,0.0,0.3270472554594222,0.12561795954079527,0.0012826948106045163,0.38492474851027886,0.008098201134329214,0.00785512087393842,0.036258251458161715,0.00047986893381367634
n00120,0.0003653939979742854,0.0,0.0,0.002923581387935746,0.00041943699688216696,0.448928945620654,0.08170539986488067,0.035699331507594155,0.3846913363748316,0.007593746465134861,0.024519658384504792,0.01019586980496097,0.0033430183848179133
n00121,0.001729354855372882,0.0,0.0,0.02913397120582756,0.0015018259024851969,0.42637605587225685,0.043522344472176726,0.059774835151949306,0.3657324647414412,0.0036012646794719824,0.004252583237436435,0.0631218684053124,0.030635797108312757
n00122,0.0009373035741646867,5.856953091438615e-05,0.0,0.00514200054360097,0.002158462853016725,0.46841313437056226,0.043359753687402205,0.039619002815179646,0.37289598164901366,0.0032214253124305506,0.0,0.0404623448457911,0.0073004633966176945
n00123,0.00031806475636690786,0.0007415285738688655,0.0,0.0028059384382672094,0.0018565339890771414,0.4592355171707946,0.04424563597061822,0.056997014989658895,0.37299852286756013,0.004230161732237132,0.0006600113781090632,0.05314302344073948,0.004662472427344351
n00124,0.00346372524330888,0.000300652372455489,0.0001727733675757255,0.03067090793568176,0.0012243292464338806,0.41738753259059286,0.04400457080323222,0.05936531425392431,0.3624646417525567,0.016833100793636,0.0007395770361405492,0.04439424682325036,0.03206801054969137
n00125,0.006997847933151454,0.002975708883575346,0.0,0.005812102576958841,0.0,0.42903111717177506,0.0496710418017251,0.053342532423807515,0.37030511616539413,0.021395412278223294,0.003985598872639442,0.05205883556918453,0.005812102576958841
n00126,0.013277489644607366,0.0009973259670906676,0.0005812496900039196,0.007661951601467508,0.0,0.43387925229546814,0.05792257861834439,0.05101870010017298,0.3720643936283755,0.016543885804610026,0.0027303002966342577,0.03891212442319741,0.008243201291471427
n00127,6.007811049620592e-06,0.0,0.0,0.004483716088574859,0.0,0.3090546890850258,0.12948392855019003,0.004829762722129107,0.343830365061509,0.1956680541702231,0.005425759013545964,0.00033461592599167507,0.004483716088574859
n00128,0.015678428169410123,0.0,0.0,0.015579679120229955,0.0005724532465173348,0.4486684664348611,0.04177951085272373,0.05064571402589891,0.3881307186102316,0.009479318316239207,0.0010556722286555991,0.02476239864955554,0.01615213236674729
