node_id,scaffold_frac
n00255,0.04639277081423643
n00256,0.14947861875407398
n00257,0.06186039000749588
n00258,0.0019188241967640352
n00259,0.04134047217667103
n00260,0.019394046103116125
n00261,0.1325058059010189
n00262,0.04649768996750936
n00263,0.13121650111861527
n00264,0.09794074296951294
n00265,0.14613127429038286
n00266,0.06775809824466705
n00267,0.0002259813918499276
n00268,0.055922324769198895
n00269,0.14759611384943128
n00270,0.09165361477062106
n00271,0.08616952830925584
n00272,0.055954608134925365
n00273,0.043364214929169975
n00274,0.04089254420250654
n00275,0.12391447648406029
n00276,0.09022509306669235
n00277,0.10189137860106712
n00278,0.15478312969207764
n00279,0.1247861199080944
n00280,0.04592870152555406
n00281,0.027285235817544162
n00282,0.014870383311063051
n00283,0.06349875486921519
n00284,0.01723511703312397
n00285,0.04120124992914498
n00286,0.012552056228742003
n00287,0.006934804085176438
n00288,0.021405684994533658
n00289,5.447765943245031e-05
n00290,0.01552209712099284
n00291,0.0
n00292,0.06264728773385286
n00293,0.04350948822684586
n00294,0.009388316597323865
n00295,0.05425369254589896
n00296,0.0016605597629677504
n00297,0.04455465287901461
n00298,0.001119818538427353
n00299,0.08151875529438257
n00300,0.00774995144456625
n00301,0.026827220048289746
n00302,0.011117477435618639
n00303,0.0021851593628525734
n00304,0.0034462162293493748
n00305,0.0
n00306,0.04262170568108559
n00307,0.06290151923894882
n00308,0.05238934699445963
n00309,0.0016242412384599447
n00310,0.003391738544451073
n00311,0.019771354272961617
n00312,0.005899728741496801
n00313,0.05458056018687785
n00314,0.04829948768019676
n00315,0.1168868551030755
n00316,0.058847976848483086
n00317,0.11688282166142017
n00318,0.14343563676811755
n00319,0.3052201569080353
n00320,0.09142157761380076
n00321,0.045765267219394445
n00322,0.058246704982593656
n00323,0.003522888640873134
n00324,0.0856731758103706
n00325,0.028110471614127164
n00326,0.0008918194216676056
n00327,0.052633486688137054
n00328,0.0009039255673997104
n00329,0.00364394998177886
n00330,0.04965134203666821
n00331,0.01918218843638897
n00332,0.07636758778244257
n00333,0.18790756911039352
n00334,0.04163101967424154
n00335,0.031181396916508675
n00336,0.00590376416221261
n00337,0.060260359779931605
n00338,0.0065998671925626695
n00339,0.03018263913691044
n00340,0.008018304091820028
n00341,0.016752888448536396
n00342,0.06550433995289495
n00343,0.06725972890853882
n00344,0.020665191157604568
n00345,0.007057883194647729
n00346,0.0016888074096641503
n00347,0.016397775209043175
n00348,0.0036278083571232855
n00349,0.086054523329949
n00350,0.03909074752300512
n00351,0.019724947169379448
n00352,0.003986957482993603
n00353,0.07005826756358147
n00354,0.08054420724511147
