node_id,osm_name,d
n00721,Lexington Avenue,17.381339483447366
n00722,Lexington Avenue,17.163791159697784
n00723,Madison Avenue,150.06746013309916
n00724,Madison Avenue,158.0915797154777
n00725,Madison Avenue,168.24640751688358
n00726,Madison Avenue,180.05601028719806
n00727,Madison Avenue,193.32323686348704
n00728,Madison Avenue,207.76644501482735
n00729,Madison Avenue,223.0128752960309
n00730,Madison Avenue,238.85935430382543
n00731,Madison Avenue,255.3928123823748
n00732,Madison Avenue,272.2850000708381
n00733,Madison Avenue,289.5723610789893
n00734,Madison Avenue,307.18818413743867
n00735,Madison Avenue,325.07907427322743
n00736,Madison Avenue,343.3051456944042
n00737,Madison Avenue,356.9980033066218
n00738,Madison Avenue,337.191458498921
n00739,Madison Avenue,317.4101112996433
n00740,Madison Avenue,297.58207691528037
n00741,Madison Avenue,277.8931980089779
n00742,Madison Avenue,258.2470148829802
n00743,Madison Avenue,238.54789807027987
n00744,Madison Avenue,219.05923179004316
n00745,Madison Avenue,199.605178850347
n00746,Madison Avenue,180.29133826665355
n00747,Madison Avenue,161.13675583392487
n00748,Madison Avenue,142.25184839130094
n00749,Madison Avenue,123.76570567483763
n00750,Madison Avenue,105.70200568920617
n00751,Madison Avenue,88.60758907469398
n00752,Madison Avenue,72.97789777269392
n00753,Madison Avenue,59.909021583549915
n00754,Madison Avenue,51.58702096042284
n00755,Madison Avenue,42.98303939122099
n00756,Madison Avenue,36.10898209987078
n00757,Tudor City Place,460.3557629242061
n00758,Tudor City Place,455.6327025201367
n00759,Tudor City Place,451.74745287436207
n00760,Tudor City Place,449.0581057248717
n00761,Tudor City Place,444.312671032098
n00762,Tudor City Place,444.4596878010024
n00763,Tudor City Place,445.5768263608375
n00764,Tudor City Place,445.46610316551624
n00765,Tudor City Place,447.51409814879895
