file,sky_share,road_share,ceiling_share,indoor,node_id
angel_lane/south_to_north/002_n00069_N_L.jpg,0.001701,0.128724,0.0,False,n00069
angel_lane/south_to_north/002_n00069_N_R.jpg,0.051286,0.005861,0.0,False,n00069
angel_street/east_to_west/001_n00070_N_L.jpg,0.118955,0.031223,0.0,False,n00070
angel_street/east_to_west/001_n00070_N_R.jpg,0.0,0.112017,0.0,False,n00070
angel_street/east_to_west/002_n00071_W_L.jpg,0.021186,0.002734,0.0,False,n00071
angel_street/east_to_west/002_n00071_W_R.jpg,0.076809,0.279225,0.0,False,n00071
angel_street/east_to_west/003_n00072_W_L.jpg,0.077909,0.0,0.0,False,n00072
angel_street/east_to_west/003_n00072_W_R.jpg,0.007038,0.0,0.0,False,n00072
angel_street/east_to_west/004_n00073_W_L.jpg,0.0686,0.005369,0.0,False,n00073
angel_street/east_to_west/004_n00073_W_R.jpg,0.014666,0.0,0.0,False,n00073
angel_street/east_to_west/005_n00074_W_L.jpg,0.106562,7e-06,0.0,False,n00074
angel_street/east_to_west/005_n00074_W_R.jpg,0.020008,0.000639,0.0,False,n00074
angel_street/west_to_east/001_n00074_E_L.jpg,0.004338,0.0,0.0,False,n00074
angel_street/west_to_east/001_n00074_E_R.jpg,0.071355,0.000777,0.0,False,n00074
angel_street/west_to_east/002_n00073_E_L.jpg,0.006437,2.8e-05,0.0,False,n00073
angel_street/west_to_east/002_n00073_E_R.jpg,0.092602,0.000366,0.0,False,n00073
angel_street/west_to_east/003_n00072_E_L.jpg,0.016657,0.0,0.0,False,n00072
angel_street/west_to_east/003_n00072_E_R.jpg,0.127605,0.0,0.0,False,n00072
angel_street/west_to_east/004_n00071_E_L.jpg,0.056465,0.381916,0.0,False,n00071
angel_street/west_to_east/004_n00071_E_R.jpg,0.14681,0.092875,0.0,False,n00071
angel_street/west_to_east/005_n00070_S_L.jpg,0.139403,0.127557,0.0,False,n00070
angel_street/west_to_east/005_n00070_S_R.jpg,0.10659,0.141923,0.0,False,n00070
arthur_street/north_to_south/001_n00077_S_L.jpg,0.147828,0.239791,0.0,False,n00077
arthur_street/north_to_south/001_n00077_S_R.jpg,0.011837,0.000775,0.0,False,n00077
arthur_street/north_to_south/002_n00076_S_L.jpg,0.215232,0.346982,0.0,False,n00076
arthur_street/north_to_south/002_n00076_S_R.jpg,0.018235,0.037815,0.0,False,n00076
arthur_street/north_to_south/003_n00075_S_L.jpg,0.332166,0.345945,0.0,False,n00075
arthur_street/north_to_south/003_n00075_S_R.jpg,0.088889,0.384018,0.0,False,n00075
arthur_street/south_to_north/001_n00075_N_L.jpg,0.12442,0.427875,0.0,False,n00075
arthur_street/south_to_north/001_n00075_N_R.jpg,0.08344,0.405554,0.0,False,n00075
arthur_street/south_to_north/002_n00076_N_L.jpg,0.0,0.0,0.0,False,n00076
arthur_street/south_to_north/002_n00076_N_R.jpg,0.097011,0.195784,0.0,False,n00076
arthur_street/south_to_north/003_n00077_N_L.jpg,0.0,0.0,0.0,False,n00077
arthur_street/south_to_north/003_n00077_N_R.jpg,0.06447,0.112949,0.0,False,n00077
austin_friars/north_to_south/001_n00083_E_F.jpg,0.010667,0.0,0.0,False,n00083
austin_friars/north_to_south/002_n00088_W_L.jpg,0.098327,0.000108,0.0,False,n00088
austin_friars/north_to_south/002_n00088_W_R.jpg,0.039752,8e-06,0.0,False,n00088
austin_friars/north_to_south/003_n00087_W_F.jpg,0.067366,0.015694,0.0,False,n00087
austin_friars/north_to_south/004_n00081_E_F.jpg,0.015609,0.005034,0.0,False,n00081
austin_friars/north_to_south/005_n00079_E_L.jpg,0.062996,0.088046,0.0,False,n00079
austin_friars/north_to_south/005_n00079_E_R.jpg,0.036213,0.341668,0.0,False,n00079
austin_friars/north_to_south/006_n00086_W_L.jpg,0.022634,0.064106,0.0,False,n00086
austin_friars/north_to_south/006_n00086_W_R.jpg,0.002746,1.8e-05,0.0,False,n00086
austin_friars/north_to_south/007_n00085_S_L.jpg,0.024857,0.314528,0.0,False,n00085
austin_friars/north_to_south/007_n00085_S_R.jpg,0.00024,0.046525,0.0,False,n00085
austin_friars/north_to_south/008_n00084_S_L.jpg,0.029522,0.26798,0.0,False,n00084
