file,ground_share,tunnel_share,off_street,reason,node_id
london_wall/west_to_east/037_n00977_E_L.jpg,0.840312,0.0,False,,n00977
london_wall/west_to_east/037_n00977_E_R.jpg,0.666491,0.001861,False,,n00977
london_wall/west_to_east/038_n00980_E_L.jpg,0.702447,0.0,False,,n00980
london_wall/west_to_east/038_n00980_E_R.jpg,0.7229129999999999,0.0,False,,n00980
london_wall/west_to_east/039_n00979_E_L.jpg,0.7716179999999999,0.0,False,,n00979
london_wall/west_to_east/039_n00979_E_R.jpg,0.217898,0.0,False,,n00979
london_wall/west_to_east/040_n01017_E_L.jpg,0.5911270000000001,0.0,False,,n01017
london_wall/west_to_east/040_n01017_E_R.jpg,0.34883600000000003,0.0,False,,n01017
london_wall/west_to_east/041_n01013_E_L.jpg,0.664981,0.0,False,,n01013
london_wall/west_to_east/041_n01013_E_R.jpg,0.592629,0.0,False,,n01013
london_wall/west_to_east/042_n01042_E_L.jpg,0.815903,0.0,False,,n01042
london_wall/west_to_east/042_n01042_E_R.jpg,0.744366,0.0,False,,n01042
london_wall/west_to_east/043_n01041_E_L.jpg,0.7840670000000001,0.0,False,,n01041
london_wall/west_to_east/043_n01041_E_R.jpg,0.751052,0.0,False,,n01041
london_wall/west_to_east/044_n01008_E_L.jpg,0.7899400000000001,0.0,False,,n01008
london_wall/west_to_east/044_n01008_E_R.jpg,0.56397,0.0,False,,n01008
london_wall/west_to_east/045_n01003_E_L.jpg,0.831788,0.0,False,,n01003
london_wall/west_to_east/045_n01003_E_R.jpg,0.671087,0.0,False,,n01003
london_wall/west_to_east/046_n01040_E_L.jpg,0.7539290000000001,0.0,False,,n01040
london_wall/west_to_east/046_n01040_E_R.jpg,0.743115,0.0,False,,n01040
london_wall/west_to_east/047_n01039_E_L.jpg,0.6350560000000001,0.0,False,,n01039
london_wall/west_to_east/047_n01039_E_R.jpg,0.744507,0.0,False,,n01039
london_wall/west_to_east/048_n00998_E_L.jpg,0.7981560000000001,0.0,False,,n00998
london_wall/west_to_east/048_n00998_E_R.jpg,0.7540070000000001,0.0,False,,n00998
london_wall/west_to_east/049_n00993_E_F.jpg,0.7755650000000001,0.0,False,,n00993
london_wall/west_to_east/050_n01038_E_L.jpg,0.858428,0.0,False,,n01038
london_wall/west_to_east/050_n01038_E_R.jpg,0.8134359999999999,0.0,False,,n01038
london_wall/west_to_east/051_n00988_E_L.jpg,0.720577,0.0,False,,n00988
london_wall/west_to_east/051_n00988_E_R.jpg,0.711257,0.0,False,,n00988
london_wall/west_to_east/052_n01037_E_L.jpg,0.717025,0.0,False,,n01037
london_wall/west_to_east/052_n01037_E_R.jpg,0.805011,0.0,False,,n01037
london_wall/west_to_east/053_n01036_E_L.jpg,0.5053529999999999,0.0,False,,n01036
london_wall/west_to_east/053_n01036_E_R.jpg,0.789118,0.0,False,,n01036
london_wall/west_to_east/054_n00983_E_L.jpg,0.687311,0.0,False,,n00983
london_wall/west_to_east/054_n00983_E_R.jpg,0.6460410000000001,0.0,False,,n00983
london_wall/west_to_east/055_n00978_E_L.jpg,0.8933979999999999,0.0,False,,n00978
london_wall/west_to_east/055_n00978_E_R.jpg,0.7141,0.0,False,,n00978
london_wall/west_to_east/056_n01035_E_L.jpg,0.824656,0.0,False,,n01035
london_wall/west_to_east/056_n01035_E_R.jpg,0.7475080000000001,0.0,False,,n01035
london_wall/west_to_east/057_n01034_E_L.jpg,0.723954,0.0,False,,n01034
london_wall/west_to_east/057_n01034_E_R.jpg,0.41139099999999995,0.0,False,,n01034
london_wall/west_to_east/058_n01033_E_L.jpg,0.6291249999999999,0.0,False,,n01033
london_wall/west_to_east/058_n01033_E_R.jpg,0.591276,0.0,False,,n01033
london_wall/west_to_east/059_n01032_E_L.jpg,0.643662,0.0,False,,n01032
london_wall/west_to_east/059_n01032_E_R.jpg,0.459384,0.0,False,,n01032
london_wall/west_to_east/060_n01030_E_L.jpg,0.7402,0.0,False,,n01030
london_wall/west_to_east/060_n01030_E_R.jpg,0.795515,0.0,False,,n01030
london_wall/west_to_east/061_n01028_E_L.jpg,0.6327659999999999,0.0,False,,n01028
london_wall/west_to_east/061_n01028_E_R.jpg,0.504374,0.0,False,,n01028
london_wall/west_to_east/062_n01026_E_L.jpg,0.5717559999999999,0.0,False,,n01026
london_wall/west_to_east/062_n01026_E_R.jpg,0.671944,0.0,False,,n01026
london_wall/west_to_east/063_n01024_E_L.jpg,0.8081389999999999,0.0,False,,n01024
london_wall/west_to_east/063_n01024_E_R.jpg,0.575773,0.0,False,,n01024
london_wall/west_to_east/064_n01022_E_L.jpg,0.691912,0.0,False,,n01022
london_wall/west_to_east/064_n01022_E_R.jpg,0.6565650000000001,0.0,False,,n01022
london_wall/west_to_east/065_n01020_E_L.jpg,0.635718,0.0,False,,n01020
london_wall/west_to_east/065_n01020_E_R.jpg,0.552663,0.0,False,,n01020
london_wall/west_to_east/066_n01018_E_L.jpg,0.45706500000000005,0.014486,False,,n01018
london_wall/west_to_east/066_n01018_E_R.jpg,0.681375,0.0,False,,n01018
london_wall/west_to_east/067_n01016_E_L.jpg,0.861061,0.0,False,,n01016
london_wall/west_to_east/067_n01016_E_R.jpg,0.6290199999999999,0.0,False,,n01016
london_wall/west_to_east/068_n01011_E_L.jpg,0.694231,0.0,False,,n01011
london_wall/west_to_east/068_n01011_E_R.jpg,0.795981,0.0,False,,n01011
london_wall/west_to_east/069_n01006_E_L.jpg,0.749251,0.0,False,,n01006
london_wall/west_to_east/069_n01006_E_R.jpg,0.5561,0.0,False,,n01006
london_wall/west_to_east/070_n01001_E_L.jpg,0.7817100000000001,0.0,False,,n01001
london_wall/west_to_east/070_n01001_E_R.jpg,0.6806329999999999,0.0,False,,n01001
london_wall/west_to_east/071_n00996_E_L.jpg,0.708445,0.0,False,,n00996
london_wall/west_to_east/071_n00996_E_R.jpg,0.575972,0.0,False,,n00996
london_wall/west_to_east/072_n00991_E_L.jpg,0.7587550000000001,0.0,False,,n00991
london_wall/west_to_east/072_n00991_E_R.jpg,0.578776,0.0,False,,n00991
london_wall/west_to_east/073_n00986_E_L.jpg,0.750577,0.0,False,,n00986
london_wall/west_to_east/073_n00986_E_R.jpg,0.43934,0.0,False,,n00986
